cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
NewarkNJ,"280,463",p3,,2,y,,,,,,,https://www.nj.com/news/2020/05/newark-traffic-stopped-flag-burned-during-george-floyd-protests.html,,"Traffic stopped, flag burned during otherwise peaceful George Floyd protest in Newark",nj,Newark,New Jersey,40.737,-74.172,✓,,4,–,NE,5,,,,,1,,,,,,,,,,,,1,3451000,"280,463",10.6,48.1,2.1,36.4,"35,181",1,4,0,3,30,,,,"https://www.google.com/search?q=""Newark"" ""New Jersey"" ""tear gas""",no,,,,,RL,y,87,,Newark,73
DoralFL,"58,265",p2,,1,y,,,,,,,https://www.miamiherald.com/news/local/community/miami-dade/doral/article243334136.html,,,,Doral,Florida,25.815,-80.337,✓,jugal,14,–,S,11,,,,,,,,,,,1,,,,,,1,1217935,"58,265",10.6,1.6,3.3,84.2,"77,418",1,0,0,8,70,,,,,,,,,,,,,,"Doral, Fla.",571
DetroitMI,"677,155",p4,,4,y,,,,,,,https://www.freep.com/story/news/local/michigan/detroit/2020/06/03/george-floyd-protests-anti-police-brutality/3127450001/,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/29/detroit-marchers-gather-downtown-protest-police-brutality-after-george-floyd-death/5284855002/,Tensions hot as Detroit's 5th protest night ends with scores of arrests,Detroit Free Press,Detroit,Michigan,42.331,-83.046,✓,,1,–,MW,4,,,,1,1,,,,,,,,,,,1,2,2622000,"677,155",10.3,78.3,1.6,7.6,"29,481",1,7,0,0,20,,,,"https://www.google.com/search?q=""Detroit"" ""Michigan"" ""tear gas""",CONFIRMED,https://www.freep.com/story/news/local/michigan/detroit/2020/06/01/detroit-protesters-defy-police-order-leave-curfew-sets/5301919002/,"press conference confirms use ""we deployed gas"", says several annoucements were made https://www.youtube.com/watch?v=5mhV2daPhHw&feature=emb_title videos and photos show tear gas smoke",AS checked/ will call tel:%28313%29596-2520,"Nicole Hester/Ann Arbor News, via Associated Press",RL,y,11,,Detroit,24
Calumet CityIL,"36,856",p1,,0,y,,,,,,,https://abc7chicago.com/gov-pritzker-jb-illinois-legislative-black-caucus-day-of-action/6234932/,,,,Calumet City,Illinois,41.615,-87.530,✓,jugal,15,–,MW,12,,,,,,,,,,,,1,,,,,1,1710487,"36,856",9.8,74.2,0.1,15.2,"42,653",0,7,0,1,40,,,,,,,,,,,,,,"Calumet City, Ill.",1087
Santa AnaCA,"333,499",p3,y,0,y,,,,,,,https://www.ocregister.com/2020/05/30/protesters-in-santa-ana-throw-fireworks-and-explosives-at-police-officers-declare-an-unlawful-assembly/,,"Protesters in Santa Ana throw rocks, fireworks at police; officers respond with tear gas and rubber bullets",Orange County Register,Santa Ana,California,33.746,-117.868,✓,,5,–,W,5,,,,,1,1,,,,,,,,,,,2,669000,"333,499",9.4,0.9,11.9,76.8,"61,774",0,0,1,7,60,"hurled firecrackers and ""explosives"" at police PROTEST SCHEDULED for 4p","tear gas, rubber bullets",,"https://www.google.com/search?q=""Santa Ana"" ""California"" ""tear gas""",CONFIRMED,https://www.ocregister.com/2020/05/30/protesters-in-santa-ana-throw-fireworks-and-explosives-at-police-officers-declare-an-unlawful-assembly/,"people threw fireworks at police; santa ana corporal admits using 'tear gas, but not projectiles' https://www.youtube.com/watch?v=pwqlIOz_Li8",AS checked,,RL,y,121,,"Santa Ana, Calif.",57
PatersonNJ,"145,800",p3,,0,y,,,,,,,https://www.northjersey.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/,https://www.northjersey.com/story/news/paterson-press/2020/06/02/500-march-through-downtown-paterson-protest-george-floyds-death/3130308001/,"Peaceful protests in Newark, Englewood, Paterson to express frustration over police violence",North Jersey,Paterson,New Jersey,40.920,-74.170,✓,juliette,8,–,NE,5,,,,,1,,,1,,,,,,,,,2,3457000,"145,800",9.2,24.9,3.7,60.9,"39,282",0,2,0,6,30,,,,"https://www.google.com/search?q=""Paterson"" ""New Jersey"" ""tear gas""",no,,,,,RL,,219,,"Paterson, N.J.",181
AlhambraCA,"84,974",p2,,0,y,,,,,,,https://www.alhambrasource.org/story/protests-death-george-floyd-support-black-lives-matter-curfew,,,,Alhambra,California,34.095,-118.128,✓,jugal,13,–,W,9,,,,,,,,,1,,,,,,,,1,600884,"84,974",9.0,2.0,51.1,35.9,"57,117",0,0,5,3,50,,,,,,,,,,,,,,"Alhambra, Calif.",411
KahuluiHI,"32,312",p1,,0,y,,,,,,,https://mauinow.com/2020/05/30/video-black-lives-matter-maui-rally-seeks-unity-and-peace/,,Maui Now: VIDEO: Black Lives Matter Maui Rally Seeks Unity and Peace,Maui Now | Hawaii News  |  VIDEO: Black Lives Matter Maui Rally Seeks Unity and Peace,Kahului,Hawaii,20.889,-156.473,✓,juliette,8,–,W,5,,,,,1,,,,,,,,,,,,1,1522700,"32,312",8.5,1.1,64.3,8.9,"81,614",0,0,6,0,80,,,,"https://www.google.com/search?q=""Kahului"" ""Hawaii"" ""tear gas""",no,,,,,RL,,523,,"Kahului, Hawaii",
Benton HarborMI,"9,920",p1,,0,y,,,,,,,https://www.wndu.com/content/news/Benton-Harbor-community-tired-of-racial-injustice-protest-over-George-Floyds-death-570912301.html,,,,Benton Harbor,Michigan,42.116,-86.456,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,2607520,"9,920",8.3,84.6,0.2,4.9,"20,232",0,8,0,0,20,,,,,,,,,,,,,,"Benton Harbor, Mich.",3143
East Palo AltoCA,"29,633",p1,,0,y,,,,,,,https://padailypost.com/2020/06/02/nighttime-protest-blocked-near-police-station-demonstrators-also-go-to-zuckerbergs-house/,,"Nighttime protesters blocked from police station, then they head to Zuckerberg's house - Palo Alto Daily Post",Palo Alto Daily Post,East Palo Alto,California,37.469,-122.141,✓,Juliette,9,–,W,7,,,,,,,1,,1,,,,,,,,2,620956,"29,633",8.1,11.3,15.2,62.1,"64,794",0,1,1,6,60,,,,"https://www.google.com/search?q=""East Palo Alto"" ""California"" ""tear gas""",no,,,,,AS,,611,,"East Palo Alto, Calif.",1307
EdinburgTX,"94,019",p2,,1,y,,,,,,,https://www.brownsvilleherald.com/2020/05/30/valley-demonstrators-protest-george-floyd-death/,,Valley demonstrators protest George Floyd death,The Brownsville Herald,Edinburg,Texas,26.302,-98.179,✓,jugal,8,–,S,5,,,,,1,,,,,,,,,,,,1,4822660,"94,019",7.3,1.8,1.9,88.6,"46,862",0,0,0,8,40,,,,"https://www.google.com/search?q=""Edinburg"" ""Texas"" ""tear gas""",no,,,,,RL,,290,,"Edinburg, Texas",308
MontebelloCA,"63,099",p2,,0,y,,,,,,,https://www.whittierdailynews.com/2020/06/04/montebello-turns-out-in-protest-of-george-floyds-death/,,,,Montebello,California,34.018,-118.110,✓,jugal,13,–,W,10,,,,,,,,,,1,,,,,,,1,648816,"63,099",7.2,1.0,13.1,77.9,"53,677",0,0,1,7,50,,,,,,,,,,,,,,"Montebello, Calif.",609
CamdenNJ,"74,608",p2,,1,y,,,,,,,https://www.nj.com/camden/2020/05/nj-police-chief-carries-banner-helps-lead-march-in-peaceful-protest-of-george-floyd-killing.html,,"N.J. police chief carries banner, helps lead march in peaceful protest of George Floyd killing",nj,Camden,New Jersey,39.927,-75.116,✓,jugal,8,–,NE,5,,,,,1,,,,,,,,,,,,1,3410000,"74,608",5.9,39.9,2.6,50.3,"27,070",0,3,0,5,20,,,,"https://www.google.com/search?q=""Camden"" ""New Jersey"" ""tear gas""",no,,,,,RL,,283,,"Camden, N.J.",487
DelanoCA,"52,713",p2,,0,y,,,,,,,https://www.kget.com/news/local-news/delano-candlelight-vigil-mourns-people-killed-by-police/,,,,Delano,California,35.770,-119.247,✓,jugal,14,–,W,8,,,,,,,,1,,,,,,,,,1,618394,"52,713",5.6,4.1,12.0,76.9,"41,549",0,0,1,7,40,,,,,,,,,,,,,,"Delano, Calif.",728
ParamountCA,"54,776",p2,,0,y,,,y,,,,https://www.dailynews.com/2020/05/31/small-peaceful-protest-gathering-in-paramount-urges-justice-for-george-floyd/,,"Small, peaceful protest gathering in Paramount urges justice for George Floyd",Daily News,Paramount,California,33.903,-118.163,✓,jugal,8,–,W,6,,,,,,1,,,,,,,,,,,1,655618,"54,776",4.8,9.8,3.4,80.8,"53,031",0,0,0,8,50,,,,"https://www.google.com/search?q=""Paramount"" ""California"" ""tear gas""",no,,,,,RL,,444,,"Paramount, Calif.",720
ArvinCA,"21,005",p1,,0,y,,,,,,,https://www.bakersfield.com/news/protests-spread-to-kerns-smaller-communities/article_bf30195e-a601-11ea-8a41-3f9cbc6bc604.html,,,,Arvin,California,35.201,-118.833,✓,jugal,14,–,W,8,,,,,,,,1,,,,,,,,,1,602924,"21,005",4.8,0.8,0.0,94.1,"38,214",0,0,0,9,30,,,,,,,,,,,,,,"Arvin, Calif.",1711
BrownsvilleTX,"182,679",p3,,2,y,,,,,,,https://www.brownsvilleherald.com/2020/06/03/hundreds-turn-peaceful-protest-linear-park/,,,,Brownsville,Texas,25.901,-97.498,✓,jugal,13,–,S,9,,,,,,,,,1,,,,,,,,1,4810768,"182,679",4.7,0.4,0.6,94.0,"36,499",0,0,0,9,30,,,,,,,,,,,,,,"Brownsville, Texas",141
El MonteCA,"115,669",p3,,0,y,,,,,,,https://heavy.com/news/2020/06/el-monte-protests-all-lives-matter/,,,,El Monte,California,34.074,-118.036,✓,jugal,13,–,W,7,,,,,,,1,,,,,,,,,,1,622230,"115,669",4.0,0.5,29.0,65.8,"47,121",0,0,2,6,40,,,,,,,,,,,,,,"El Monte, Calif.",251
LaredoTX,"257,575",p3,y,0,y,,,,,,,https://www.lmtonline.com/local/article/Laredoans-hold-protest-at-City-Hall-15306004.php,,Laredoans hold protest at City Hall,Laredo Morning Times,Laredo,Texas,27.560,-99.489,✓,,5,–,S,5,,,,,1,,,,,,,,,,,,1,4841464,"257,575",3.6,0.3,0.5,95.4,"43,351",0,0,0,9,40,peaceful on Saturday,,,"https://www.google.com/search?q=""Laredo"" ""Texas"" ""tear gas""",no,,,,,RL,y,130,,"Laredo, Texas",79
MaywoodIL,"23,810",p1,,0,y,,,,,,,https://abc7chicago.com/community-events/pritzker-attends-west-suburban-day-of-action/6236089/,,,,Maywood,Illinois,41.888,-87.839,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,1747774,"23,810",3.6,67.5,0.6,27.3,"48,600",0,6,0,2,40,,,,,,,,,,,,,,"Maywood, Ill.",1639
La PuenteCA,"40,268",p1,,0,y,,,,,,,https://www.sgvtribune.com/2020/06/03/curbside-protest-underway-in-la-puente/,,,,La Puente,California,34.037,-117.950,✓,jugal,13,–,W,9,,,,,,,,,1,,,,,,,,1,640340,"40,268",3.4,0.9,10.8,84.2,"61,054",0,0,1,8,60,,,,,,,,,,,,,,"La Puente, Calif.",987
NogalesAZ,"20,288",p1,,0,y,,,,,,,https://www.nogalesinternational.com/protest-in-nogales/video_4546d494-a529-11ea-89af-2b7e41bc3406.html,https://www.nogalesinternational.com/news/locals-raise-voices-in-support-of-black-lives-matter-during-protests-in-nogales/article_78767a68-a533-11ea-824f-67549155b88a.html,Protest in Nogales,Nogales International,Nogales,Arizona,31.367,-110.938,✓,jugal,9,–,W,8,,,,,,,,1,,1,,,,,,,2,449640,"20,288",3.2,0.5,1.4,94.6,"28,238",0,0,0,9,20,,,,,,,,,,,,,,"Nogales, Ariz.",1836
Eagle PassTX,"29,151",p1,,0,y,,,,,,,https://www.epbusinessjournal.com/2020/05/maverick-county-citizens-hold-protest-in-support-of-george-floyd-against-racism-and-police-brutality-and-black-lives-matter/,,,,Eagle Pass,Texas,28.706,-100.501,✓,barbara,15,–,S,6,,,,,,1,,,,,,,,,,,1,4821892,"29,151",3.2,0.2,0.9,95.1,"41,190",0,0,0,9,40,,,,,,,,,,,,,,"Eagle Pass, Texas",1293
Pine RidgeSD,"3,711",p1,,0,n,,,,,,,https://rapidcityjournal.com/news/local/rapid-city-pine-ridge-reservation-youth-join-forces-for-black-lives-matter-protest/article_2600fd7c-8dc6-5429-bdd4-e40bdaf59452.html,,,,Pine Ridge,South Dakota,43.024,-102.556,✓,jugal,11,–,MW,9,,,,,,,,,1,,,,,,,,1,4649660,"3,711",2.1,0.3,0.0,5.2,"40,069",0,0,0,0,40,,,,,,,,,,,,,,"Pine Ridge, S.D.",
TuskegeeAL,"8,699",p1,,0,y,,,,,,,https://www.wsfa.com/video/2020/06/03/peaceful-protest-held-tuskegee/,,,,Tuskegee,Alabama,32.424,-85.691,✓,jugal,14,–,S,9,,,,,,,,,1,,,,,,,,1,177304,"8,699",1.4,95.8,0.6,1.9,"26,369",0,9,0,0,20,,,,,,,,,,,,,,"Tuskegee, Ala.",3561
CalexicoCA,"39,934",p1,,0,y,,,,,,,https://calexicochronicle.com/2020/06/imperial-valley-news/blm-peaceful-protest-takes-place-at-courthouse/,,,,Calexico,California,32.682,-115.499,✓,jugal,13,–,W,7,,,,,,,1,,,,,,,,,,1,609710,"39,934",1.2,0.2,0.6,97.8,"40,925",0,0,0,9,40,,,,,,,,,,,,,,"Calexico, Calif.",979
ComptonCA,"97,301",p2,,0,y,,,,,,,https://www.latimes.com/california/story/2020-06-08/compton-cowboys-lead-car-caravan-through-city-to-protest-police-brutality,,,,Compton,California,33.896,-118.223,✓,jugal,13,–,W,13,,,,,,,,,,,,,1,,,,1,615044,"97,301",1.2,28.9,1.1,68.2,"50,507",0,2,0,6,50,,,,,,,,,,,,,,"Compton, Calif.",334
VieraFL,910,p1,,0,y,,,y,,,,https://www.floridatoday.com/story/news/local/2020/05/31/george-floyd-demonstrators-peacefully-kneel-outside-moore-justice-center-viera/5293833002/,,,,Viera,Florida,28.247,-80.738,✓,jugal,14,–,S,6,,,,,,1,,,,,,,,,,,1,1274368,910,0.0,3.1,12.6,,,0,0,1,0,0,,,,,,,,,,,,,,"Viera, Fla.",
OahuHI,"974,563",p4,,0,n,,,,,,,https://www.hawaiinewsnow.com/2020/05/30/packed-peaceful-black-lives-matter-protesters-take-streets-oahu/,,Packed but peaceful: Black Lives Matter protesters take to streets of Oahu,https://www.hawaiinewsnow.com,Oahu,Hawaii,21.438,-158.016,✓,jugal,8,–,W,5,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"https://www.google.com/search?q=""Oahu"" ""Hawaii"" ""tear gas""",no,,,,,RL,,581,,"Oahu, Hawaii",
Cape CodMA,"212,990",p3,y,0,n,,,,,,,https://www.capecodtimes.com/news/20200531/cape-joins-in-nationwide-protests-over-george-floyds-death,,Cape joins in nationwide protests over George Floyd's death,capecodtimes.com,Cape Cod,Massachusetts,41.669,-70.296,✓,juliette,8,–,NE,5,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"https://www.google.com/search?q=""Cape Cod"" ""Massachusetts"" ""tear gas""",no,,,,,RL,,528,,"Cape Cod, Mass.",
Pittsfield TownshipMI,"38,921",p1,,0,y,1,,,,,,https://www.mlive.com/news/2020/05/police-brutality-protests-in-michigan-what-you-need-to-know-from-this-weekends-rallies-riots.html,https://www.freep.com/story/news/local/michigan/2020/05/28/third-protest-pittsfield-charter-township-after-video-shows-deputy-hitting-woman/5275736002/,"Police brutality protests in Michigan: What you need to know from this weekend’s rallies, riots",mlive,Pittsfield Township,Michigan,42.231,-83.680,✓,jugal,8,–,MW,1,1,1,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,"https://www.google.com/search?q=""Pittsfield Township"" ""Michigan"" ""tear gas""",no,,,,,RL,,296,,"Pittsfield Township, Mich.",
Kailua-KonaHI,"36,662",p1,,0,y,,,,,,,https://bigislandnow.com/2020/06/01/west-hawaii-protest-draws-hundreds-sunday/ ,https://www.westhawaiitoday.com/2020/05/30/hawaii-news/kona-protesters-join-blm-protests-in-response-to-floyd-murder/,West Hawai‘i Protest Draws Hundreds Sunday,Big Island Now  |  West Hawai‘i Protest Draws Hundreds Sunday,Kailua-Kona,Hawaii,19.644,-155.995,✓,jugal juliette,8,–,W,5,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,"https://www.google.com/search?q=""Kailua-Kona"" ""Hawaii"" ""tear gas""",no,,,,,RL,,504,,"Kailua-Kona, Hawaii",
DeWittNY,"25,041",p1,,0,y,,,y,,,,https://www.syracuse.com/news/2020/05/peaceful-hour-long-protest-draws-dozens-on-genesee-street-by-wegmans-in-dewitt-today.html,,"People gather outside Wegmans in DeWitt to protest the killing of George Floyd, police brutality",syracuse,DeWitt,New York,43.043,-76.068,✓,jugal,8,–,NE,6,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,"https://www.google.com/search?q=""DeWitt"" ""New York"" ""tear gas""",no,,,,,RL,,274,,"DeWitt, N.Y.",
OH,,,,0,n,,,,,,,https://www.13abc.com/content/news/Springfield-students-protest-after-Principal-and-SRO-leave-abruptly--571020281.html,,*Protest unrelated to BLM,,,Ohio,41.618,-83.705,✓,jugal,11,–,MW,10,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,", Ohio",
GreencastlePA,"3,986",p1,,0,y,,,,,,,https://www.publicopiniononline.com/story/news/local/2020/06/08/greencastle-protest-racial-justice-after-george-floyds-death/5317784002/,https://www.heraldmailmedia.com/news/tri_state/pennsylvania/peaceful-protest-held-in-greencastle/article_697f14b0-0069-5337-b8d6-0111e6aeeac2.html,,,Greencastle,Pennsylvania,39.789,-77.727,✓,jugal,15,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Greencastle, Pa.",5411
Beaver DamWI,"16,403",p1,,0,y,,,y,,,,https://www.wiscnews.com/bdc/news/local/two-dozen-turn-out-for-black-lives-matter-demonstration-in-beaver-dam/article_f7d4dfd0-0def-5f3c-8a93-12997e03e95d.html,,,,Beaver Dam,Wisconsin,43.460,-88.836,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver Dam, Wis.",2152
,,,,,n,,,,,,n,https://www.shropshirestar.com/news/politics/2020/06/06/black-lives-matter-protesters-march-in-shrewsbury/,,,,Shrewsbury,United Kingdom,42.294,-71.718,✓,jugal,15,#N/A,,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury,
HawthorneNJ,"18,753",p1,,0,y,,,,,,,https://www.tapinto.net/towns/hawthorne/sections/citizen-spotlight/articles/black-lives-matter-thunders-at-hawthorne-rally,,,,Hawthorne,New Jersey,40.954,-74.156,✓,Yuri,15,–,NE,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
KeansburgNJ,"9,632",p1,,0,y,,,,,,,https://www.app.com/story/news/local/monmouth-county-bayshore/keansburg/2020/06/02/keansburg-stands-with-george-floyd/3125864001/,,,,Keansburg,New Jersey,40.442,-74.131,✓,Yuri,15,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamokinPA,,,,,y,,,y,,,,https://www.wkok.com/valley-protests-continue-this-time-in-shamokin/,,,,Shamokin,Pennsylvania,40.784,-76.559,✓,Alex,15,–,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky HillCT,,,,0,y,,,,,,,https://www.wtnh.com/news/connecticut/hartford/peaceful-protest-in-rocky-hill-honors-george-floyd-lives-lost-to-police-violence/,,,,Rocky Hill,Connecticut,41.659,-72.670,✓,jugal,16,–,NE,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocky Hill, Conn.",
Red BankNJ,"11,966",p1,,0,y,,,,,,,https://www.app.com/story/news/local/red-bank-middletown-area/red-bank/2020/06/09/nj-protests-red-bank-demonstration-brings-black-lives-matter-rally-eastern-monmouth/5317773002/,,,,Red Bank,New Jersey,40.348,-74.065,✓,jugal,16,–,NE,8,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Bank, N.J.",2725
MonroevillePA,"27,380",p1,,1,y,,,,,,,https://triblive.com/local/monroeville/monroeville-black-lives-matter-protest-takes-demonstration-onto-route-22/,,,,Monroeville,Pennsylvania,40.439,-79.762,✓,jugal,16,–,NE,15,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroeville, Pa.",1385
MilwaukieOR,"20,990",p1,,0,y,,,,,,,https://www.youtube.com/watch?v=1e1QRcFAQjA,,,,Milwaukie,Oregon,45.448,-122.634,✓,jugal,16,–,W,15,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukie, Ore.",1771
BooneIA,"12,384",p1,,0,y,,,,,,,https://www.iowastatedaily.com/news/boone-community-members-march-for-the-black-lives-matter-movement/article_fe62beaa-aa1c-11ea-93a7-9fb90532a558.html,,,,Boone,Iowa,42.061,-93.880,✓,jugal,16,–,MW,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone, Iowa",2640
New Smyrna BeachFL,"27,843",p1,,0,y,,,,,,,https://www.news-journalonline.com/news/20200608/nsb-peaceful-protest-for-justice-against-racism-has-city-leaders-listening,,,,New Smyrna Beach,Florida,29.032,-80.936,✓,jugal,16,–,S,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,1365
RichmondRI,,,,0,y,,,,,,,https://www.abc6.com/over-100-people-gather-for-a-black-lives-matter-protest-in-richmond/,,,,Richmond,Rhode Island,41.502,-71.670,✓,jugal,16,–,NE,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"New Smyrna Beach, R.I.",
MoberlyMO,"13,615",p1,,0,y,,,,,,,https://www.moberlymonitor.com/news/20200609/moberly-protesters-march-against-police-brutality,,,,Moberly,Missouri,39.416,-92.437,✓,jugal,16,–,MW,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Moberly, Mo.",2454
MolallaOR,"9,265",p1,,0,y,,,,,,,https://pamplinmedia.com/mop/157-news/469552-380125-molalla-holds-black-lives-matter-rally,,,,Molalla,Oregon,45.147,-122.576,✓,jugal,16,–,W,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Molalla, Ore.",3232
MesaAZ,"518,012",p4,,1,y,,,,,,,https://www.azcentral.com/story/news/local/mesa-breaking/2018/06/08/protesters-rally-mesa-police-department-robert-johnson-use-force/686808002/,,,,Mesa,Arizona,33.416,-111.832,✓,jugal,16,–,W,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa, Ariz.",35
BelmontMA,,,,0,y,,,,,,,https://belmont.wickedlocal.com/news/20200604/peaceful-protest-draws-hundreds-in-belmontt,,,,Belmont,Massachusetts,42.396,-71.178,✓,jugal,16,–,NE,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont, Mass.",
Crescent CityCA,"6,787",p1,,0,y,,,,,,,https://wildrivers.lostcoastoutpost.com/2020/jun/7/effing-turning-point-del-norte-rallies-against-rac/,,,,Crescent City,California,41.753,-124.200,✓,jugal,16,–,W,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Crescent City, Calif.",3997
VenturaCA,,,,0,y,,,,,,,https://www.msn.com/en-us/news/us/1-500-turn-out-sunday-to-support-black-lives-matter-at-ventura-county-government-center/ar-BB15ayIZ#image=BB15ayIY|7,,,,Ventura,California,34.278,-119.284,✓,jugal,16,–,W,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura, Calif.",
WestcliffeCO,628,p1,,0,y,,,,,,,https://www.lamarledger.com/2020/06/09/george-floyd-protests-colorado-cities-towns/,,,,Westcliffe,Colorado,38.136,-105.467,✓,jugal,16,–,W,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Westcliffe, Colo.",12349
CodyWY,"9,788",p1,,1,y,,,,,,,https://www.kulr8.com/news/hundreds-gather-in-cody-for-black-lives-matter-rally/article_55ac8706-a91c-11ea-9382-abeb64819f42.html,,,,Cody,Wyoming,44.526,-109.057,✓,jugal,16,–,W,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Cody, Wyo.",3138
HaywardWI,"2,311",p1,,0,y,,,,,,,https://www.apg-wi.com/sawyer_county_record/free/black-lives-matter-protest-in-hayward/article_0abae06c-a994-11ea-a498-ab2f031d55d5.html,,,,Hayward,Wisconsin,46.014,-91.483,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayward, Wis.",7082
GraftonWI,"11,715",p1,,0,y,,,,,,,https://www.cbs58.com/news/peaceful-protesters-march-through-grafton-call-to-end-police-brutality,,,,Grafton,Wisconsin,43.331,-87.935,✓,jugal,16,–,MW,11,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton, Wis.",2765
Charles TownWV,"6,029",p1,,0,y,,,,,,,https://www.journal-news.net/journal-news/call-for-unity-was-theme-for-peaceful-protest-in-charles-town/article_11472e8a-df93-5d46-8dd4-348a68e0952f.html,,,,Charles Town,West Virginia,39.289,-77.859,✓,jugal,16,–,NE,13,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Town, W.Va.",4271
Ocean ShoresWA,"6,494",p1,,0,y,,,,,,,https://www.youtube.com/watch?v=ooPVw1Io5lI,,,,Ocean Shores,Washington,47.011,-124.164,✓,jugal,16,–,W,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean Shores, Wash.",4109
FallonNV,"8,645",p1,,0,y,,,,,,,https://www.rgj.com/story/news/2020/06/08/group-gathers-rural-nevada-black-lives-matters-sit/5322143002/,,,,Fallon,Nevada,39.475,-118.780,✓,jugal,16,–,W,14,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon, Nev.",3390
WoodwardOK,"12,121",p1,,0,y,,,,,,,https://www.woodwardnews.net/oklahoma/news/protesters-gather-for-justice-unity-and-talk-about-being-at-crossroads-again/article_cee05eea-25b1-56ef-807e-486529fedaac.html,,,,Woodward,Oklahoma,36.433,-99.390,✓,jugal,16,–,S,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodward, Okla.",2690
Dodge CityKS,"27,104",p1,,0,y,,,,,,,https://www.dodgeglobe.com/news/20200608/united-for-change-event-makes-voices-heard,,,,Dodge City,Kansas,37.761,-100.019,✓,jugal,16,–,MW,12,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge City, Kan.",1400
